text,label
"burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine",1035
"chills,fatigue,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum",766
"Most septal displacements result in no symptoms, and you may not even know you have a deviated septum. Some septal deformities, however, may cause the following signs and symptoms:  Obstruction of one or both nostrils. This blockage can make it difficult to breathe through the nostril or nostrils. You may notice this more when you have a cold or allergies that can cause your nasal passages to swell and narrow. Nosebleeds. The surface of your nasal septum may become dry, increasing your risk of nosebleeds. Facial pain. There is some debate about the possible nasal causes of facial pain. A possible cause of one-sided facial pain could be a severe deviated septum in which surfaces within the nose touch and cause pressure. Noisy breathing during sleep. A deviated septum or swelling of the tissues in your nose can be one of the many reasons for noisy breathing during sleep. Awareness of the nasal cycle. The nose alternates between being obstructed on one side and then changes to being obstructed on the other. This is called the nasal cycle. Being aware of the nasal cycle isn't typical and can indicate nasal obstruction. Preference for sleeping on a particular side. Some people may prefer to sleep on a particular side to optimize breathing through the nose at night if one nasal passage is narrowed. ",283
"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body",275
"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances",630
"vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching",735
I have a lot of stomach pain and I have to take antacids to help. I have lost a lot of weight and I can't seem to gain it back. My mouth hurts really bad.,736
"muscle_weakness,swelling_joints,movement_stiffness,painful_walking",72
"Most adult men with gynecomastia report no symptoms. Signs and symptoms of the condition may include:  Pain, particularly in adolescents Swollen breast tissue Breast tenderness Nipple sensitivity with rubbing against clothes ",433
"itching,vomiting,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes",207
"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history",466
"chills,vomiting,fatigue,high_fever,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain",1026
"vomiting,headache,spinning_movements,loss_of_balance,unsteadiness",0
"joint_pain,vomiting,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding",468
"itching,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,abdominal_pain",541
"vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching",735
"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails",822
"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum",149
"itching,skin_rash,fatigue,lethargy,high_fever,headache,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body",193
"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain",1026
"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history",466
"vomiting,breathlessness,sweating,chest_pain",447
"itching,skin_rash,dischromic__patches",394
"A mold allergy causes the same signs and symptoms that occur in other types of upper respiratory allergies. Signs and symptoms of allergic rhinitis caused by a mold allergy can include:  Sneezing Runny or stuffy nose Cough and postnasal drip Itchy eyes, nose and throat Watery eyes Dry, scaly skin  Mold allergy symptoms vary from person to person and range from mild to severe. You might have year-round symptoms or symptoms that flare up only during certain times of the year. You might notice symptoms when the weather is damp or when you're in indoor or outdoor spaces that have high concentrations of mold. Mold allergy and asthma If you have a mold allergy and asthma, your asthma symptoms can be triggered by exposure to mold spores. In some people, exposure to certain molds can cause a severe asthma attack. Signs and symptoms of asthma include:  Coughing Wheezing Shortness of breath Chest tightness ",642
"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation",502
"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections",465
"I have pain in my stomach that is worse when I hunch down or lie down. I have pain after eating certain foods, like hot or acidic food. I sometimes have loose stools because of this.",736
"There are many different types of Ehlers-Danlos syndrome, but the most common signs and symptoms include:  Overly flexible joints. Because the connective tissue that holds joints together is looser, your joints can move far past the normal range of motion. Joint pain and dislocations are common. Stretchy skin. Weakened connective tissue allows your skin to stretch much more than usual. You may be able to pull a pinch of skin up away from your flesh, but it will snap right back into place when you let go. Your skin might also feel exceptionally soft and velvety. Fragile skin. Damaged skin often doesn't heal well. For example, the stitches used to close a wound often will tear out and leave a gaping scar. These scars may look thin and crinkly.  Symptom severity can vary from person to person and depends on the specific type of Ehlers-Danlos syndrome that you have. The most common type is called hypermobile Ehlers-Danlos syndrome. Vascular Ehlers-Danlos syndrome People who have vascular Ehlers-Danlos syndrome often share distinctive facial features of a thin nose, thin upper lip, small earlobes and prominent eyes. They also have thin, translucent skin that bruises very easily. In fair-skinned people, the underlying blood vessels are very visible through the skin. Vascular Ehlers-Danlos syndrome can weaken your heart's largest artery (aorta), as well as the arteries to other regions of your body. A rupture of any of these larger blood vessels can be fatal. The vascular type can also weaken the walls of the uterus or large intestines — which also may rupture. Causes Different types of Ehlers-Danlos syndrome are associated with a variety of genetic causes, some of which are inherited and passed on from parent to child. If you have the most common form, hypermobile Ehlers-Danlos syndrome, there's a 50% chance that you'll pass on the gene to each of your children. Complications Complications depend on the types of signs and symptoms you have. For example, overly flexible joints can result in joint dislocations and early-onset arthritis. Fragile skin may develop prominent scarring. People who have vascular Ehlers-Danlos syndrome are at risk of often fatal ruptures of major blood vessels. Some organs, such as the uterus and intestines, also may rupture. Pregnancy can increase the risk of a rupture in the uterus. Prevention If you have a personal or family history of Ehlers-Danlos syndrome and you're thinking about starting a family, you may benefit from talking to a genetic counselor — a health care professional trained to assess the risk of inherited disorders. Genetic counseling can help you understand the inheritance pattern of the type of Ehlers-Danlos syndrome that affects you and the risks it poses for your children.                  By Mayo Clinic Staff By Mayo Clinic Staff  Ehlers-Danlos syndrome care at Mayo Clinic ",333
"I have been having headaches for a long time. They are usually on one side of my head and are very painful. I also get nausea, vomiting, and sensitivity to light and sound.",630
"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus",297
"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding",468
"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum",766
"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts",27
"vomiting,breathlessness,sweating,chest_pain",447
"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations",504
"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes",207
"I've been having trouble breathing, coughing a lot, and feeling exhausted. I have a fever and have been coughing up a lot of thick, sticky mucus. I'm just so tired and worn out from dealing with this.",149
"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections",465
"Muscle cramps occur mostly in leg muscles, most often in the calf. Cramps usually last for seconds to minutes. After the cramp eases, the area might be sore for hours or days.",656
"Jock itch usually begins with a reddened area of skin in the crease in the groin. It often spreads to the upper thigh in a half-moon shape. The rash may be ring-shaped and bordered with a line of small blisters. It may burn or feel itchy, and the skin may be flaky or scaly.",545
"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain",234
"vomiting,sunken_eyes,dehydration,diarrhoea",402
"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze",515
"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain",464
"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus",297
"fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations",504
"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes",467
"skin_rash,chills,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body",275
"vomiting,sweating,chest_pain",447
"acidity,indigestion,headache,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances",630
"skin_rash,pus_filled_pimples,blackheads,scurring",7
"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria",285
"chills,vomiting,fatigue,weight_loss,cough,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum",1019
"           Sweat glands       Open pop-up dialog box          Close    Sweat glands   Sweat glands Eccrine sweat glands occur over most of the body and open directly onto the skin's surface. Apocrine glands open into the hair follicle, leading to the surface of the skin. Apocrine glands develop in areas with many hair follicles, such as on the scalp, armpits and groin. Eccrine sweat glands are involved in hyperhidrosis, though apocrine glands may play a role as well.               Sweat glands       Open pop-up dialog box           Sweat glands       Open pop-up dialog box  Open pop-up dialog box       Close    Sweat glands   Sweat glands Eccrine sweat glands occur over most of the body and open directly onto the skin's surface. Apocrine glands open into the hair follicle, leading to the surface of the skin. Apocrine glands develop in areas with many hair follicles, such as on the scalp, armpits and groin. Eccrine sweat glands are involved in hyperhidrosis, though apocrine glands may play a role as well.          Close    Sweat glands   Sweat glands Eccrine sweat glands occur over most of the body and open directly onto the skin's surface. Apocrine glands open into the hair follicle, leading to the surface of the skin. Apocrine glands develop in areas with many hair follicles, such as on the scalp, armpits and groin. Eccrine sweat glands are involved in hyperhidrosis, though apocrine glands may play a role as well.        Close    Sweat glands   Sweat glands Eccrine sweat glands occur over most of the body and open directly onto the skin's surface. Apocrine glands open into the hair follicle, leading to the surface of the skin. Apocrine glands develop in areas with many hair follicles, such as on the scalp, armpits and groin. Eccrine sweat glands are involved in hyperhidrosis, though apocrine glands may play a role as well.     Close    Close  Close Sweat glands   Sweat glands Eccrine sweat glands occur over most of the body and open directly onto the skin's surface. Apocrine glands open into the hair follicle, leading to the surface of the skin. Apocrine glands develop in areas with many hair follicles, such as on the scalp, armpits and groin. Eccrine sweat glands are involved in hyperhidrosis, though apocrine glands may play a role as well.  Sweat glands Eccrine sweat glands occur over most of the body and open directly onto the skin's surface. Apocrine glands open into the hair follicle, leading to the surface of the skin. Apocrine glands develop in areas with many hair follicles, such as on the scalp, armpits and groin. Eccrine sweat glands are involved in hyperhidrosis, though apocrine glands may play a role as well. Eccrine sweat glands occur over most of the body and open directly onto the skin's surface. Apocrine glands open into the hair follicle, leading to the surface of the skin. Apocrine glands develop in areas with many hair follicles, such as on the scalp, armpits and groin. Eccrine sweat glands are involved in hyperhidrosis, though apocrine glands may play a role as well. Adults usually develop heat rash in skin folds and where clothing rubs against the skin. In infants, the rash is mainly found on the neck, shoulders and chest. It can also show up in the armpits, elbow creases and groin. Types of heat rash The types of heat rash are classified according to how deep the sweat is trapped in the skin. Signs and symptoms for each type vary.  The mildest form of heat rash is called miliaria crystallina. It occurs when the opening of the sweat duct on the surface of the skin (sweat pore) is blocked. This form is marked by tiny, clear, fluid-filled bumps that break easily. A type that occurs deeper in the skin is called miliaria rubra. It is sometimes called prickly heat. Signs and symptoms include small, inflamed blister-like bumps and itching or prickling in the affected area. Occasionally, the inflamed bumps of miliaria rubra fill with pus. This form is called miliaria pustulosa. A less common form of heat rash is called miliaria profunda. It affects the deepest layer of the skin (dermis). It causes firm, painful or itchy inflamed bumps that look like goose bumps and may break open. ",455
"fatigue,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria",285
"fatigue,weight_loss,restlessness,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria",285
"I have red, itchy skin. It can sometimes flake. My cheeks and lips swell, which is really annoying. I sometimes have headaches and runny eyes because of the puffiness.",35
"itching,skin_rash,nodal_skin_eruptions,dischromic__patches",394
"itching,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain",541
"vomiting,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload",33
"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus",297
"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf",1047
"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation",502
"I've been having pain in my neck, arms, and legs. I've also been having trouble staying balanced and without getting woozy.",186
"acidity,ulcers_on_tongue,vomiting,cough,chest_pain",412
"vomiting,sunken_eyes,dehydration,diarrhoea",402
"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances",630
"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,yellowing_of_eyes",467
"itching,skin_rash,stomach_pain,burning_micturition,spotting__urination",308
"I have these itchy, rashy spots all over my skin. They're also a different color than the rest of my skin, and I have some bumps that are kind of hard.",394
"fatigue,cough,breathlessness,family_history,mucoid_sputum",149
"I've been having these red rashes that keep popping up and my skin is constantly itching. I've also noticed some odd color-different spots on my skin, as well as some little nodules on my skin that appear to be expanding.",394
"bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine",1035
"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation",511
"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload",33
"Typically, there's no outward sign of this condition, such as a lump. Instead, you may experience the following symptoms:  A feeling as if you're standing on a pebble in your shoe A burning pain in the ball of your foot that may radiate into your toes Tingling or numbness in your toes  In addition to these symptoms, you may find that removing your shoe and rubbing your foot often helps to relieve the pain.",648
Some signs and symptoms of soft palate cancer can include the following:  Bleeding Difficulty swallowing Difficulty speaking Bad breath Mouth pain Sores in your mouth that won't heal Loose teeth Pain when you swallow Weight loss Ear pain Swelling in your neck that may hurt White patches in your mouth that won't go away ,921
"continuous_sneezing,chills,fatigue,cough,high_fever,headache,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain",234
"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf",1047
"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes",467
"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history",466
"skin_rash,pus_filled_pimples,scurring",7
"Signs and symptoms of mitral valve prolapse are due to the amount of blood leaking backward through the valve. Mitral valve prolapse symptoms can vary widely from one person to another. Many people with mitral valve prolapse don't have noticeable symptoms. Other people may have mild symptoms that develop gradually. Symptoms of mitral valve prolapse may include:  A racing or irregular heartbeat (arrhythmia) Dizziness or lightheadedness Difficulty breathing or shortness of breath, especially during exercise or when lying flat Fatigue ",636
"vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching",735
"vomiting,headache,nausea,loss_of_balance,unsteadiness",0
"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation",502
"I've been experiencing a lot of itching, which has been accompanied with a rash that appears to be growing worse over time. There are also certain areas of skin that are different colours from the rest, and I've spotted several lumps that resemble little nodes.",394
"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance",186
"Usually, a child having a febrile seizure shakes all over and loses consciousness. Sometimes, the child may get very stiff or twitch in just one area of the body. A child having a febrile seizure may:  Have a fever higher than 100.4 F (38.0 C) Lose consciousness Shake or jerk the arms and legs  Febrile seizures are classified as simple or complex:  Simple febrile seizures. This most common type lasts from a few seconds to 15 minutes. Simple febrile seizures do not recur within a 24-hour period and are not specific to one part of the body. Complex febrile seizures. This type lasts longer than 15 minutes, occurs more than once within 24 hours or is confined to one side of your child's body.  Febrile seizures most often occur within 24 hours of the onset of a fever and can be the first sign that a child is ill.",370
"Pulmonary valve stenosis symptoms depend on how much blood flow is blocked. Some people with mild pulmonary stenosis do not have symptoms. Those with more-severe pulmonary stenosis may first notice symptoms while exercising. Pulmonary valve stenosis symptoms may include:  A whooshing sound called a heart murmur that can be heard with a stethoscope. Fatigue. Shortness of breath, especially during activity. Chest pain. Fainting.  Babies with pulmonary valve stenosis may have blue or gray skin due to low oxygen levels.",830
"vomiting,headache,altered_sensorium",718
"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails",822
I have a rash on my legs that is getting worse. I have difficulty running.,1047
"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain",464
"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances",630
"chills,vomiting,fatigue,high_fever,headache,nausea,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain",1026
"           Gout       Open pop-up dialog box          Close    Gout   Gout Gout causes intense pain and swelling around one or more joints. Gout most commonly affects the joint at the base of the big toe.               Gout       Open pop-up dialog box           Gout       Open pop-up dialog box  Open pop-up dialog box       Close    Gout   Gout Gout causes intense pain and swelling around one or more joints. Gout most commonly affects the joint at the base of the big toe.          Close    Gout   Gout Gout causes intense pain and swelling around one or more joints. Gout most commonly affects the joint at the base of the big toe.        Close    Gout   Gout Gout causes intense pain and swelling around one or more joints. Gout most commonly affects the joint at the base of the big toe.     Close    Close  Close Gout   Gout Gout causes intense pain and swelling around one or more joints. Gout most commonly affects the joint at the base of the big toe.  Gout Gout causes intense pain and swelling around one or more joints. Gout most commonly affects the joint at the base of the big toe. Gout causes intense pain and swelling around one or more joints. Gout most commonly affects the joint at the base of the big toe. The signs and symptoms of gout almost always occur suddenly, and often at night. They include:  Intense joint pain. Gout usually affects the big toe, but it can occur in any joint. Other commonly affected joints include the ankles, knees, elbows, wrists and fingers. The pain is likely to be most severe within the first four to 12 hours after it begins. Lingering discomfort. After the most severe pain subsides, some joint discomfort may last from a few days to a few weeks. Later attacks are likely to last longer and affect more joints. Inflammation and redness. The affected joint or joints become swollen, tender, warm and red. Limited range of motion. As gout progresses, you may not be able to move your joints normally. ",424
"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance",186
"           Epididymitis       Open pop-up dialog box          Close    Epididymitis   Epididymitis Epididymitis is an inflammation of the coiled tube, called the epididymis, at the back of the testicle.               Epididymitis       Open pop-up dialog box           Epididymitis       Open pop-up dialog box  Open pop-up dialog box       Close    Epididymitis   Epididymitis Epididymitis is an inflammation of the coiled tube, called the epididymis, at the back of the testicle.          Close    Epididymitis   Epididymitis Epididymitis is an inflammation of the coiled tube, called the epididymis, at the back of the testicle.        Close    Epididymitis   Epididymitis Epididymitis is an inflammation of the coiled tube, called the epididymis, at the back of the testicle.     Close    Close  Close Epididymitis   Epididymitis Epididymitis is an inflammation of the coiled tube, called the epididymis, at the back of the testicle.  Epididymitis Epididymitis is an inflammation of the coiled tube, called the epididymis, at the back of the testicle. Epididymitis is an inflammation of the coiled tube, called the epididymis, at the back of the testicle. Symptoms of epididymitis might include:  A swollen, discolored or warm scrotum Testicle pain and tenderness, usually on one side, that often comes on slowly Pain when you pass urine An urgent or frequent need to urinate Discharge from the penis Pain or discomfort in the lower abdomen or pelvic area Blood in the semen Less commonly, fever  Chronic epididymitis Epididymitis that lasts longer than six weeks or that happens over and over again is considered chronic. Symptoms of chronic epididymitis might come on slowly. Sometimes the cause of chronic epididymitis isn't able to be found.",349
"burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine",1035
"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations",504
"chills,vomiting,fatigue,high_fever,headache,nausea,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain",1026
"I've been feeling really sick lately. I've had a fever, chills, fatigue, a cough, and difficulty breathing. I've also been sweating a lot and just feeling really weak. I've also had some phlegm that's been really thick and dark.",766
"The most common symptom of pneumonitis is shortness of breath, which may be accompanied by a dry cough. If pneumonitis is undetected or left untreated, you may gradually develop chronic pneumonitis, which can result in scarring (fibrosis) in the lungs. Signs and symptoms of chronic pneumonitis include:  Shortness of breath Cough Fatigue Loss of appetite Unintentional weight loss  When to call a doctor Call your doctor anytime you have difficulty breathing, no matter what might be the cause.",767
"           Petechiae       Open pop-up dialog box          Close    Petechiae   Petechiae Petechiae may look like a rash and usually appear in clusters. Here they appear on a leg (A) and on an abdomen (B).               Petechiae       Open pop-up dialog box           Petechiae       Open pop-up dialog box  Open pop-up dialog box       Close    Petechiae   Petechiae Petechiae may look like a rash and usually appear in clusters. Here they appear on a leg (A) and on an abdomen (B).          Close    Petechiae   Petechiae Petechiae may look like a rash and usually appear in clusters. Here they appear on a leg (A) and on an abdomen (B).        Close    Petechiae   Petechiae Petechiae may look like a rash and usually appear in clusters. Here they appear on a leg (A) and on an abdomen (B).     Close    Close  Close Petechiae   Petechiae Petechiae may look like a rash and usually appear in clusters. Here they appear on a leg (A) and on an abdomen (B).  Petechiae Petechiae may look like a rash and usually appear in clusters. Here they appear on a leg (A) and on an abdomen (B). Petechiae may look like a rash and usually appear in clusters. Here they appear on a leg (A) and on an abdomen (B). Thrombocytopenia signs and symptoms may include:  Easy or excessive bruising (purpura) Superficial bleeding into the skin that appears as a rash of pinpoint-sized reddish-purple spots (petechiae), usually on the lower legs Prolonged bleeding from cuts Bleeding from your gums or nose Blood in urine or stools Unusually heavy menstrual flows Fatigue Enlarged spleen ",983
"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking",72
"chills,fatigue,cough,high_fever,breathlessness,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum",766
"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance",186
"vomiting,yellowish_skin,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload",33
"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,visual_disturbances",630
"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body",193
"I have a skin condition that causes dry, red, scaly patches on my skin. It can be itchy and painful, and it can get worse when I'm stressed or if I'm exposed to certain triggers, like sunlight or certain chemicals.",822
"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness",0
"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body",193
"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,diarrhoea,toxic_look_(typhos),belly_pain",1026
"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum",766
"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf",1047
"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history",466
"I've been having a headache and chest pain all day, and I'm also feeling dizzy and unsteady on my feet.",500
"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts",27
Signs and symptoms of tongue-tie include:  Difficulty lifting the tongue to the upper teeth or moving the tongue from side to side Trouble sticking out the tongue past the lower front teeth A tongue that appears notched or heart shaped when stuck out ,993
"Symptoms of porphyria can vary widely in severity, by type and among individuals. Some people with the gene mutations that cause porphyria never have any symptoms. Acute porphyrias Acute porphyrias include forms of the disease that typically cause nervous system symptoms, which appear quickly and can be severe. Symptoms may last days to weeks and usually improve slowly after the attack. Acute intermittent porphyria is the common form of acute porphyria. Signs and symptoms of acute porphyria may include:  Severe abdominal pain Pain in your chest, legs or back Constipation or diarrhea Nausea and vomiting Muscle pain, tingling, numbness, weakness or paralysis Red or brown urine Mental changes, such as anxiety, confusion, hallucinations, disorientation or paranoia Breathing problems Urination problems Rapid or irregular heartbeats you can feel (palpitations) High blood pressure Seizures  Cutaneous porphyrias Cutaneous porphyrias include forms of the disease that cause skin symptoms as a result of sensitivity to sunlight, but these forms don't usually affect your nervous system. Porphyria cutanea tarda (PCT) is the most common type of all the porphyrias. As a result of sun exposure, you may experience:  Sensitivity to the sun and sometimes artificial light, causing burning pain Sudden painful skin redness (erythema) and swelling (edema Blisters on exposed skin, usually the hands, arms and face Fragile thin skin with changes in skin color (pigment) Itching Excessive hair growth in affected areas Red or brown urine ",780
"The signs and symptoms of celiac disease can vary greatly and differ in children and adults. Digestive signs and symptoms for adults include:  Diarrhea Fatigue Weight loss Bloating and gas Abdominal pain Nausea and vomiting Constipation  However, more than half the adults with celiac disease have signs and symptoms unrelated to the digestive system, including:  Anemia, usually from iron deficiency Loss of bone density (osteoporosis) or softening of bone (osteomalacia) Itchy, blistery skin rash (dermatitis herpetiformis) Mouth ulcers Headaches and fatigue Nervous system injury, including numbness and tingling in the feet and hands, possible problems with balance, and cognitive impairment Joint pain Reduced functioning of the spleen (hyposplenism)  Children Children with celiac disease are more likely than adults to have digestive problems, including:  Nausea and vomiting Chronic diarrhea Swollen belly Constipation Gas Pale, foul-smelling stools  The inability to absorb nutrients might result in:  Failure to thrive for infants Damage to tooth enamel Weight loss Anemia Irritability Short stature Delayed puberty Neurological symptoms, including attention-deficit/hyperactivity disorder (ADHD), learning disabilities, headaches, lack of muscle coordination and seizures  Dermatitis herpetiformis Gluten intolerance can cause this itchy, blistering skin disease. The rash usually occurs on the elbows, knees, torso, scalp and buttocks. This condition is often associated with changes to the lining of the small intestine identical to those of celiac disease, but the skin condition might not cause digestive symptoms. Doctors treat dermatitis herpetiformis with a gluten-free diet or medication, or both, to control the rash.",179
"I have a really high fever, and I've been perspiring a lot. I've also been experiencing chills, vomiting, and severe body itchiness. I feel queasy and have a headache. My muscles are in excruciating discomfort.",596
"vomiting,dehydration,diarrhoea",402
"Bulimia signs and symptoms may include:  Being preoccupied with your body shape and weight  Living in fear of gaining weight Repeated episodes of eating abnormally large amounts of food in one sitting Feeling a loss of control during bingeing — like you can't stop eating or can't control what you eat Forcing yourself to vomit or exercising too much to keep from gaining weight after bingeing Using laxatives, diuretics or enemas after eating when they're not needed Fasting, restricting calories or avoiding certain foods between binges Using dietary supplements or herbal products excessively for weight loss  The severity of bulimia is determined by the number of times a week that you purge, usually at least once a week for at least three months.",156
"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes",207
I have a skin rash that gets worse in the winter when the air is dry. I have to moisturize more regularly and use humidifiers to keep my skin moisturized. I also have joint pain.,822
"breathlessness,sweating,chest_pain",447
"continuous_sneezing,chills,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain",234
"skin_rash,pus_filled_pimples,blackheads",7
